Fecha,Departamentos,Sexo,Concepto,Periodo,Valor
2022,Boyacá,Hombres,Tasa de Subocupación (TS),Anual,8.830374837
2023,Boyacá,Hombres,Tasa de Subocupación (TS),Anual,9.901367955
2024,Boyacá,Hombres,Tasa de Subocupación (TS),Anual,9.503138335
2025,Boyacá,Hombres,Tasa de Subocupación (TS),Anual,6.454863484
2007,Boyacá,Hombres,Población total,Anual,562.806
2008,Boyacá,Hombres,Población total,Anual,565.693
2009,Boyacá,Hombres,Población total,Anual,568.657
2010,Boyacá,Hombres,Población total,Anual,571.76
2011,Boyacá,Hombres,Población total,Anual,574.871
2012,Boyacá,Hombres,Población total,Anual,577.932
2013,Boyacá,Hombres,Población total,Anual,580.97
2014,Boyacá,Hombres,Población total,Anual,584.039
2015,Boyacá,Hombres,Población total,Anual,587.215
2016,Boyacá,Hombres,Población total,Anual,590.673
2017,Boyacá,Hombres,Población total,Anual,594.576
2018,Boyacá,Hombres,Población total,Anual,599.099
2019,Boyacá,Hombres,Población total,Anual,605.884
2020,Boyacá,Hombres,Población total,Anual,611.881
2021,Boyacá,Hombres,Población total,Anual,616.453
2022,Boyacá,Hombres,Población total,Anual,620.392
2023,Boyacá,Hombres,Población total,Anual,624.276
2024,Boyacá,Hombres,Población total,Anual,628.234
2025,Boyacá,Hombres,Población total,Anual,632.367
2007,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,405.04
2008,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,408.969
2009,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,413.044
2010,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,417.232
2011,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,421.392
2012,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,425.489
2013,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,429.543
2014,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,433.553
2015,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,437.636
2016,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,441.925
2017,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,446.572
2018,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,451.825
2019,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,458.259
2020,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,464.164
2021,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,469.097
2022,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,473.598
2023,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,478.097
2024,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,482.96
2025,Boyacá,Hombres,Población en edad de trabajar (PET),Anual,487.997
2007,Boyacá,Hombres,Fuerza de trabajo,Anual,319.50187300000005
2008,Boyacá,Hombres,Fuerza de trabajo,Anual,319.736825
2009,Boyacá,Hombres,Fuerza de trabajo,Anual,316.23310399999997
2010,Boyacá,Hombres,Fuerza de trabajo,Anual,322.274698
2011,Boyacá,Hombres,Fuerza de trabajo,Anual,326.752909
2012,Boyacá,Hombres,Fuerza de trabajo,Anual,329.918746
2013,Boyacá,Hombres,Fuerza de trabajo,Anual,337.603656
2014,Boyacá,Hombres,Fuerza de trabajo,Anual,341.783967
2015,Boyacá,Hombres,Fuerza de trabajo,Anual,353.591229
2016,Boyacá,Hombres,Fuerza de trabajo,Anual,347.141772
2017,Boyacá,Hombres,Fuerza de trabajo,Anual,346.631669
2018,Boyacá,Hombres,Fuerza de trabajo,Anual,353.644028
2019,Boyacá,Hombres,Fuerza de trabajo,Anual,347.070042
2020,Boyacá,Hombres,Fuerza de trabajo,Anual,317.944573
2021,Boyacá,Hombres,Fuerza de trabajo,Anual,329.144
2022,Boyacá,Hombres,Fuerza de trabajo,Anual,343.183
2023,Boyacá,Hombres,Fuerza de trabajo,Anual,340.225
2024,Boyacá,Hombres,Fuerza de trabajo,Anual,344.524
2025,Boyacá,Hombres,Fuerza de trabajo,Anual,339.366
2007,Boyacá,Hombres,Población ocupada,Anual,299.163169
2008,Boyacá,Hombres,Población ocupada,Anual,301.121977
2009,Boyacá,Hombres,Población ocupada,Anual,288.448089
2010,Boyacá,Hombres,Población ocupada,Anual,292.80498100000005
2011,Boyacá,Hombres,Población ocupada,Anual,304.53632400000004
2012,Boyacá,Hombres,Población ocupada,Anual,308.594299
2013,Boyacá,Hombres,Población ocupada,Anual,309.505037
2014,Boyacá,Hombres,Población ocupada,Anual,320.355841
2015,Boyacá,Hombres,Población ocupada,Anual,334.578937
2016,Boyacá,Hombres,Población ocupada,Anual,326.865169
2017,Boyacá,Hombres,Población ocupada,Anual,324.94520500000004
2018,Boyacá,Hombres,Población ocupada,Anual,334.084049
2019,Boyacá,Hombres,Población ocupada,Anual,323.744891
2020,Boyacá,Hombres,Población ocupada,Anual,288.231385
2021,Boyacá,Hombres,Población ocupada,Anual,293.121
2022,Boyacá,Hombres,Población ocupada,Anual,313.903
2023,Boyacá,Hombres,Población ocupada,Anual,313.718
2024,Boyacá,Hombres,Población ocupada,Anual,317.101
2025,Boyacá,Hombres,Población ocupada,Anual,308.806
2007,Boyacá,Hombres,Población desocupada,Anual,20.338704
2008,Boyacá,Hombres,Población desocupada,Anual,18.614848000000002
2009,Boyacá,Hombres,Población desocupada,Anual,27.785014999999998
2010,Boyacá,Hombres,Población desocupada,Anual,29.469717
2011,Boyacá,Hombres,Población desocupada,Anual,22.216585
2012,Boyacá,Hombres,Población desocupada,Anual,21.324447
2013,Boyacá,Hombres,Población desocupada,Anual,28.098619
2014,Boyacá,Hombres,Población desocupada,Anual,21.428126
2015,Boyacá,Hombres,Población desocupada,Anual,19.012292000000002
2016,Boyacá,Hombres,Población desocupada,Anual,20.276602
2017,Boyacá,Hombres,Población desocupada,Anual,21.686464
2018,Boyacá,Hombres,Población desocupada,Anual,19.559979
2019,Boyacá,Hombres,Población desocupada,Anual,23.325151
2020,Boyacá,Hombres,Población desocupada,Anual,29.713188
2021,Boyacá,Hombres,Población desocupada,Anual,36.023
2022,Boyacá,Hombres,Población desocupada,Anual,29.281
2023,Boyacá,Hombres,Población desocupada,Anual,26.507
2024,Boyacá,Hombres,Población desocupada,Anual,27.423
2025,Boyacá,Hombres,Población desocupada,Anual,30.56
2007,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,85.53812699999999
2008,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,89.232175
2009,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,96.810896
2010,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,94.957302
2011,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,94.639091
2012,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,95.570254
2013,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,91.93934399999999
2014,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,91.769033
2015,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,84.044771
2016,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,94.78322800000001
2017,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,99.940331
2018,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,98.180972
2019,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,111.188958
2020,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,146.219427
2021,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,139.952
2022,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,130.414
2023,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,137.873
2024,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,138.436
2025,Boyacá,Hombres,Población fuera de la fuerza de trabajo,Anual,148.631
2007,Boyacá,Hombres,Población subocupada,Anual,33.536728000000004
2008,Boyacá,Hombres,Población subocupada,Anual,19.086321
2009,Boyacá,Hombres,Población subocupada,Anual,17.845796
2010,Boyacá,Hombres,Población subocupada,Anual,37.966806
2011,Boyacá,Hombres,Población subocupada,Anual,24.715952
2012,Boyacá,Hombres,Población subocupada,Anual,29.573707
2013,Boyacá,Hombres,Población subocupada,Anual,33.504244
2014,Boyacá,Hombres,Población subocupada,Anual,22.938115000000003
2015,Boyacá,Hombres,Población subocupada,Anual,19.111074000000002
2016,Boyacá,Hombres,Población subocupada,Anual,25.238723999999998
2017,Boyacá,Hombres,Población subocupada,Anual,29.33774
2018,Boyacá,Hombres,Población subocupada,Anual,21.22226
2019,Boyacá,Hombres,Población subocupada,Anual,25.599408
2020,Boyacá,Hombres,Población subocupada,Anual,0.0
2021,Boyacá,Hombres,Población subocupada,Anual,20.364
2022,Boyacá,Hombres,Población subocupada,Anual,30.304
2023,Boyacá,Hombres,Población subocupada,Anual,33.687
2024,Boyacá,Hombres,Población subocupada,Anual,32.741
2025,Boyacá,Hombres,Población subocupada,Anual,21.906
2007,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2008,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2009,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2010,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2011,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2012,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2013,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2014,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2015,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2016,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2017,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2018,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2019,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2020,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,0.0
2021,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,7.892
2022,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,11.833
2023,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,17.432
2024,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,9.416
2025,Boyacá,Hombres,Fuerza de trabajo potencial,Anual,6.87
2007,Caldas,Hombres,% población en edad de trabajar,Anual,74.352024535
2008,Caldas,Hombres,% población en edad de trabajar,Anual,74.936921958
2009,Caldas,Hombres,% población en edad de trabajar,Anual,75.51734413
2010,Caldas,Hombres,% población en edad de trabajar,Anual,76.083439282
2011,Caldas,Hombres,% población en edad de trabajar,Anual,76.622320691
2012,Caldas,Hombres,% población en edad de trabajar,Anual,77.133054393
2013,Caldas,Hombres,% población en edad de trabajar,Anual,77.611352816
2014,Caldas,Hombres,% población en edad de trabajar,Anual,78.048371863
2015,Caldas,Hombres,% población en edad de trabajar,Anual,78.446324019
2016,Caldas,Hombres,% población en edad de trabajar,Anual,78.797306468
2017,Caldas,Hombres,% población en edad de trabajar,Anual,79.090888285
2018,Caldas,Hombres,% población en edad de trabajar,Anual,79.266204546
2019,Caldas,Hombres,% población en edad de trabajar,Anual,79.373805216
2020,Caldas,Hombres,% población en edad de trabajar,Anual,79.475822086
2021,Caldas,Hombres,% población en edad de trabajar,Anual,79.607381474
2022,Caldas,Hombres,% población en edad de trabajar,Anual,79.729155027
2023,Caldas,Hombres,% población en edad de trabajar,Anual,79.852042567
2024,Caldas,Hombres,% población en edad de trabajar,Anual,80.130360058
2025,Caldas,Hombres,% población en edad de trabajar,Anual,80.306212833
2007,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,76.06141245
2008,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,76.27312538
2009,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,76.631146842
2010,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,77.346650295
2011,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,75.501222597
2012,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,75.443165043
2013,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,74.673774188
2014,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,75.227990913
2015,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,78.638354629
2016,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,77.503121753
2017,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,77.028555313
2018,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,77.653160493
2019,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,77.506254957
2020,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,75.580707917
2021,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,73.567777011
2022,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,73.310972654
2023,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,73.786613077
2024,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,72.750597253
2025,Caldas,Hombres,Tasa Global de Participación (TGP),Anual,73.722062392
2007,Caldas,Hombres,Tasa de Ocupación (TO),Anual,69.285260821
2008,Caldas,Hombres,Tasa de Ocupación (TO),Anual,68.905259898
2009,Caldas,Hombres,Tasa de Ocupación (TO),Anual,68.293695472
2010,Caldas,Hombres,Tasa de Ocupación (TO),Anual,68.269520021
2011,Caldas,Hombres,Tasa de Ocupación (TO),Anual,67.769689428
2012,Caldas,Hombres,Tasa de Ocupación (TO),Anual,68.805329867
2013,Caldas,Hombres,Tasa de Ocupación (TO),Anual,69.271368536
2014,Caldas,Hombres,Tasa de Ocupación (TO),Anual,70.012880334
2015,Caldas,Hombres,Tasa de Ocupación (TO),Anual,73.461068388
2016,Caldas,Hombres,Tasa de Ocupación (TO),Anual,71.323527292
2017,Caldas,Hombres,Tasa de Ocupación (TO),Anual,71.59654562
2018,Caldas,Hombres,Tasa de Ocupación (TO),Anual,71.825528598
2019,Caldas,Hombres,Tasa de Ocupación (TO),Anual,70.537696505
2020,Caldas,Hombres,Tasa de Ocupación (TO),Anual,66.165126287
2021,Caldas,Hombres,Tasa de Ocupación (TO),Anual,66.443074673
2022,Caldas,Hombres,Tasa de Ocupación (TO),Anual,67.537619478
2023,Caldas,Hombres,Tasa de Ocupación (TO),Anual,67.392411208
2024,Caldas,Hombres,Tasa de Ocupación (TO),Anual,66.866743553
2025,Caldas,Hombres,Tasa de Ocupación (TO),Anual,68.003534598
2007,Caldas,Hombres,Tasa de Desocupación (TD),Anual,8.908790162
2008,Caldas,Hombres,Tasa de Desocupación (TD),Anual,9.65984473
2009,Caldas,Hombres,Tasa de Desocupación (TD),Anual,10.879977284
2010,Caldas,Hombres,Tasa de Desocupación (TD),Anual,11.735647554
2011,Caldas,Hombres,Tasa de Desocupación (TD),Anual,10.24027546
2012,Caldas,Hombres,Tasa de Desocupación (TD),Anual,8.798457981
2013,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.234676043
2014,Caldas,Hombres,Tasa de Desocupación (TD),Anual,6.932407094
2015,Caldas,Hombres,Tasa de Desocupación (TD),Anual,6.583665523
2016,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.9733491
2017,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.051942842
2018,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.504693767
2019,Caldas,Hombres,Tasa de Desocupación (TD),Anual,8.990962673
2020,Caldas,Hombres,Tasa de Desocupación (TD),Anual,12.457652077
2021,Caldas,Hombres,Tasa de Desocupación (TD),Anual,9.684542101
2022,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.87515561
2023,Caldas,Hombres,Tasa de Desocupación (TD),Anual,8.665802105
2024,Caldas,Hombres,Tasa de Desocupación (TD),Anual,8.087705012
2025,Caldas,Hombres,Tasa de Desocupación (TD),Anual,7.756874413
2007,Caldas,Hombres,Tasa de Subocupación (TS),Anual,6.976597364
2008,Caldas,Hombres,Tasa de Subocupación (TS),Anual,7.089699014
2009,Caldas,Hombres,Tasa de Subocupación (TS),Anual,7.629739517
2010,Caldas,Hombres,Tasa de Subocupación (TS),Anual,8.786299093
2011,Caldas,Hombres,Tasa de Subocupación (TS),Anual,7.141110444
2012,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.74547073
2013,Caldas,Hombres,Tasa de Subocupación (TS),Anual,5.298670973
2014,Caldas,Hombres,Tasa de Subocupación (TS),Anual,5.776819749
2015,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.595743473
2016,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.233116868
2017,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.46816406
2018,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.80453819
2019,Caldas,Hombres,Tasa de Subocupación (TS),Anual,5.411011647
2020,Caldas,Hombres,Tasa de Subocupación (TS),Anual,0.0
2021,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.44189733
2022,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.687540825
2023,Caldas,Hombres,Tasa de Subocupación (TS),Anual,3.991370172
2024,Caldas,Hombres,Tasa de Subocupación (TS),Anual,2.560267421
2025,Caldas,Hombres,Tasa de Subocupación (TS),Anual,4.74416349
2007,Caldas,Hombres,Población total,Anual,482.58
2008,Caldas,Hombres,Población total,Anual,481.15
2009,Caldas,Hombres,Población total,Anual,479.903
2010,Caldas,Hombres,Población total,Anual,479.007
2011,Caldas,Hombres,Población total,Anual,478.435
2012,Caldas,Hombres,Población total,Anual,478.0
2013,Caldas,Hombres,Población total,Anual,477.626
2014,Caldas,Hombres,Población total,Anual,477.509
2015,Caldas,Hombres,Población total,Anual,477.886
2016,Caldas,Hombres,Población total,Anual,478.925
2017,Caldas,Hombres,Población total,Anual,480.623
2018,Caldas,Hombres,Población total,Anual,483.568
2019,Caldas,Hombres,Población total,Anual,488.059
2020,Caldas,Hombres,Población total,Anual,492.619
2021,Caldas,Hombres,Población total,Anual,496.712
2022,Caldas,Hombres,Población total,Anual,500.846
2023,Caldas,Hombres,Población total,Anual,505.506
2024,Caldas,Hombres,Población total,Anual,510.036
2025,Caldas,Hombres,Población total,Anual,514.528
2007,Caldas,Hombres,Población en edad de trabajar (PET),Anual,358.808
2008,Caldas,Hombres,Población en edad de trabajar (PET),Anual,360.559
2009,Caldas,Hombres,Población en edad de trabajar (PET),Anual,362.41
2010,Caldas,Hombres,Población en edad de trabajar (PET),Anual,364.445
2011,Caldas,Hombres,Población en edad de trabajar (PET),Anual,366.588
2012,Caldas,Hombres,Población en edad de trabajar (PET),Anual,368.696
2013,Caldas,Hombres,Población en edad de trabajar (PET),Anual,370.692
2014,Caldas,Hombres,Población en edad de trabajar (PET),Anual,372.688
2015,Caldas,Hombres,Población en edad de trabajar (PET),Anual,374.884
2016,Caldas,Hombres,Población en edad de trabajar (PET),Anual,377.38
2017,Caldas,Hombres,Población en edad de trabajar (PET),Anual,380.129
2018,Caldas,Hombres,Población en edad de trabajar (PET),Anual,383.306
2019,Caldas,Hombres,Población en edad de trabajar (PET),Anual,387.391
2020,Caldas,Hombres,Población en edad de trabajar (PET),Anual,391.513
2021,Caldas,Hombres,Población en edad de trabajar (PET),Anual,395.419
2022,Caldas,Hombres,Población en edad de trabajar (PET),Anual,399.32
2023,Caldas,Hombres,Población en edad de trabajar (PET),Anual,403.657
2024,Caldas,Hombres,Población en edad de trabajar (PET),Anual,408.694
2025,Caldas,Hombres,Población en edad de trabajar (PET),Anual,413.198
2007,Caldas,Hombres,Fuerza de trabajo,Anual,272.91443300000003
2008,Caldas,Hombres,Fuerza de trabajo,Anual,275.009618
2009,Caldas,Hombres,Fuerza de trabajo,Anual,277.71893900000003
2010,Caldas,Hombres,Fuerza de trabajo,Anual,281.886
2011,Caldas,Hombres,Fuerza de trabajo,Anual,276.77842200000003
2012,Caldas,Hombres,Fuerza de trabajo,Anual,278.15593199999995
2013,Caldas,Hombres,Fuerza de trabajo,Anual,276.809707
2014,Caldas,Hombres,Fuerza de trabajo,Anual,280.365695
2015,Caldas,Hombres,Fuerza de trabajo,Anual,294.802609
2016,Caldas,Hombres,Fuerza de trabajo,Anual,292.481281
2017,Caldas,Hombres,Fuerza de trabajo,Anual,292.80787699999996
2018,Caldas,Hombres,Fuerza de trabajo,Anual,297.649223
2019,Caldas,Hombres,Fuerza de trabajo,Anual,300.252256
2020,Caldas,Hombres,Fuerza de trabajo,Anual,295.908297
2021,Caldas,Hombres,Fuerza de trabajo,Anual,290.901
2022,Caldas,Hombres,Fuerza de trabajo,Anual,292.746
2023,Caldas,Hombres,Fuerza de trabajo,Anual,297.845
2024,Caldas,Hombres,Fuerza de trabajo,Anual,297.327
2025,Caldas,Hombres,Fuerza de trabajo,Anual,304.618
2007,Caldas,Hombres,Población ocupada,Anual,248.60105900000002
2008,Caldas,Hombres,Población ocupada,Anual,248.444116
2009,Caldas,Hombres,Población ocupada,Anual,247.503182
2010,Caldas,Hombres,Población ocupada,Anual,248.804852
2011,Caldas,Hombres,Población ocupada,Anual,248.435549
2012,Caldas,Hombres,Población ocupada,Anual,253.682499
2013,Caldas,Hombres,Población ocupada,Anual,256.783421
2014,Caldas,Hombres,Población ocupada,Anual,260.929603
2015,Caldas,Hombres,Población ocupada,Anual,275.393792
2016,Caldas,Hombres,Población ocupada,Anual,269.160727
2017,Caldas,Hombres,Población ocupada,Anual,272.15923300000003
2018,Caldas,Hombres,Población ocupada,Anual,275.311561
2019,Caldas,Hombres,Población ocupada,Anual,273.256688
2020,Caldas,Hombres,Población ocupada,Anual,259.045071
2021,Caldas,Hombres,Población ocupada,Anual,262.729
2022,Caldas,Hombres,Población ocupada,Anual,269.692
2023,Caldas,Hombres,Población ocupada,Anual,272.034
2024,Caldas,Hombres,Población ocupada,Anual,273.28
2025,Caldas,Hombres,Población ocupada,Anual,280.989
2007,Caldas,Hombres,Población desocupada,Anual,24.313374
2008,Caldas,Hombres,Población desocupada,Anual,26.565502000000002
2009,Caldas,Hombres,Población desocupada,Anual,30.215758
2010,Caldas,Hombres,Población desocupada,Anual,33.081146999999994
2011,Caldas,Hombres,Población desocupada,Anual,28.342873
2012,Caldas,Hombres,Población desocupada,Anual,24.473433
2013,Caldas,Hombres,Población desocupada,Anual,20.026286
2014,Caldas,Hombres,Población desocupada,Anual,19.436091
2015,Caldas,Hombres,Población desocupada,Anual,19.408818
2016,Caldas,Hombres,Población desocupada,Anual,23.320554
2017,Caldas,Hombres,Población desocupada,Anual,20.648644
2018,Caldas,Hombres,Población desocupada,Anual,22.337663
2019,Caldas,Hombres,Población desocupada,Anual,26.995568
2020,Caldas,Hombres,Población desocupada,Anual,36.863226000000004
2021,Caldas,Hombres,Población desocupada,Anual,28.172
2022,Caldas,Hombres,Población desocupada,Anual,23.054
2023,Caldas,Hombres,Población desocupada,Anual,25.811
2024,Caldas,Hombres,Población desocupada,Anual,24.047
2025,Caldas,Hombres,Población desocupada,Anual,23.629
2007,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,85.89356699999999
2008,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,85.549382
2009,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,84.691061
2010,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,82.559
2011,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,89.80957799999999
2012,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,90.540068
2013,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,93.882293
2014,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,92.322305
2015,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,80.081391
2016,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,84.898719
2017,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,87.321123
2018,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,85.656777
2019,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,87.138744
2020,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,95.604703
2021,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,104.518
2022,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,106.575
2023,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,105.812
2024,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,111.367
2025,Caldas,Hombres,Población fuera de la fuerza de trabajo,Anual,108.58
2007,Caldas,Hombres,Población subocupada,Anual,19.040141
2008,Caldas,Hombres,Población subocupada,Anual,19.497353999999998
2009,Caldas,Hombres,Población subocupada,Anual,21.189232
2010,Caldas,Hombres,Población subocupada,Anual,24.767347
2011,Caldas,Hombres,Población subocupada,Anual,19.765052999999998
2012,Caldas,Hombres,Población subocupada,Anual,13.199808
2013,Caldas,Hombres,Población subocupada,Anual,14.667236
2014,Caldas,Hombres,Población subocupada,Anual,16.196221
2015,Caldas,Hombres,Población subocupada,Anual,13.548371999999999
2016,Caldas,Hombres,Población subocupada,Anual,12.381074
2017,Caldas,Hombres,Población subocupada,Anual,13.083136
2018,Caldas,Hombres,Población subocupada,Anual,14.300671
2019,Caldas,Hombres,Población subocupada,Anual,16.246685
2020,Caldas,Hombres,Población subocupada,Anual,0.0
2021,Caldas,Hombres,Población subocupada,Anual,12.922
2022,Caldas,Hombres,Población subocupada,Anual,13.723
2023,Caldas,Hombres,Población subocupada,Anual,11.888
2024,Caldas,Hombres,Población subocupada,Anual,7.612
2025,Caldas,Hombres,Población subocupada,Anual,14.452
2007,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2008,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2009,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2010,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2011,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2012,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2013,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2014,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2015,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2016,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2017,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2018,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2019,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2020,Caldas,Hombres,Fuerza de trabajo potencial,Anual,0.0
2021,Caldas,Hombres,Fuerza de trabajo potencial,Anual,5.917
2022,Caldas,Hombres,Fuerza de trabajo potencial,Anual,7.414
2023,Caldas,Hombres,Fuerza de trabajo potencial,Anual,9.897
2024,Caldas,Hombres,Fuerza de trabajo potencial,Anual,10.23
2025,Caldas,Hombres,Fuerza de trabajo potencial,Anual,10.889
2007,Caquetá,Hombres,% población en edad de trabajar,Anual,64.327446689
2008,Caquetá,Hombres,% población en edad de trabajar,Anual,64.680696001
2009,Caquetá,Hombres,% población en edad de trabajar,Anual,65.035472063
2010,Caquetá,Hombres,% población en edad de trabajar,Anual,65.395793039
2011,Caquetá,Hombres,% población en edad de trabajar,Anual,65.761986472
2012,Caquetá,Hombres,% población en edad de trabajar,Anual,66.137999911
2013,Caquetá,Hombres,% población en edad de trabajar,Anual,66.543016051
2014,Caquetá,Hombres,% población en edad de trabajar,Anual,66.961683969
2015,Caquetá,Hombres,% población en edad de trabajar,Anual,67.393939394
2016,Caquetá,Hombres,% población en edad de trabajar,Anual,67.839756892
2017,Caquetá,Hombres,% población en edad de trabajar,Anual,68.276447748
2018,Caquetá,Hombres,% población en edad de trabajar,Anual,68.803152466
2019,Caquetá,Hombres,% población en edad de trabajar,Anual,69.22863485
2020,Caquetá,Hombres,% población en edad de trabajar,Anual,69.65125874
